QTR,CARRIER,SOURCE_CITY,DEST_CITY,ORDER_COUNT,AVG_TRANSIT_DAYS,ACTUAL_TRANSIT_DAYS,ONTIME_PERFORMANCE
2025 1,ODFL,REDLANDS,RIALTO,4,1,3,25
2024 4,ODFL,LANCASTER,OPELOUSAS,2,1,5,50
2025 1,ODFL,RICHMOND,TEWKSBURY,8,2,7,38
2024 4,ODFL,ELWOOD,GOODLETTSVILLE,6,2,10,34
2025 1,RBTW,RICHMOND,FINDLAY,5,7,2,20
2025 1,ODFL,ELWOOD,SUTHERLAND,4,3,4,25
2025 1,ODFL,RICHMOND,PERRYSBURG,16,2,4,100
2025 1,ABFS,REDLANDS,PATTERSON,26,2,6,5
2025 1,ODFL,ELWOOD,LEXINGTON,12,2,4,25
2024 4,ODFL,LANCASTER,SUTHERLAND,2,3,5,100
2024 4,ODFL,LANCASTER,HOPKINS,2,2,2,100
2025 1,ODFL,RICHMOND,TAYLOR,10,2,6,60
2024 4,ODFL,ELWOOD,FT PIERCE,4,3,6,50
2025 1,ODFL,PHARR,MONROE,10,3,5,30
2025 1,ODFL,PHARR,CRANBURY,7,4,6,15
2025 1,ODFL,PHARR,SPARTANBURG,14,3,7,22
2025 1,ODFL,RICHMOND,CHAMBERSBURG,5,1,8,67
2025 1,ODFL,REDLANDS,ONTARIO,4,1,4,50
2025 1,ODFL,LANCASTER,WAXAHACHIE,13,2,3,70
2025 1,ODFL,ELWOOD,NORFOLK,6,1,3,34
2025 1,ODFL,LANCASTER,FT PIERCE,4,3,4,100
2025 1,ODFL,ELWOOD,BROOKSVILLE,2,3,4,100
2025 1,ODFL,ELWOOD,CULLMAN,6,3,3,100
2025 1,ODFL,RICHMOND,BEAVER DAM,2,3,6,100
2025 1,ODFL,LANCASTER,BENTONVILLE,2,1,2,50
2025 1,ODFL,RICHMOND,PEMBROKE,4,2,4,50
2025 1,ODFL,RICHMOND,BENTONVILLE,2,2,6,100
2025 1,ODFL,RICHMOND,LOVELAND,2,3,5,100
2025 1,ODFL,REDLANDS,OPELOUSAS,4,4,6,25
2025 2,ODFL,RICHMOND,MAGNOLIA,2,2,3,100
2025 1,ODFL,RICHMOND,HOPKINS,2,3,2,100
2025 2,ODFL,ELWOOD,LA CROSSE,28,1,2,100
2025 2,ODFL,ELWOOD,OSWEGO,4,1,2,50
2025 2,FDEG,PHARR,TUCKER,2,1,6,100
2025 2,ODFL,ELWOOD,DACULA,7,2,7,100
2025 2,ODFL,PHARR,KENT,29,5,2,94
2025 2,FXFC,MILTON,CHATEAUGUAY,1,1,1,100
2025 2,ODFL,REDLANDS,ROCKLIN,10,1,3,30
2025 2,ODFL,PHARR,KANSAS CITY,11,2,5,55
2025 2,ODFL,ELWOOD,OPELOUSAS,5,2,4,80
2025 2,ODFL,ELWOOD,SANGER,6,2,5,100
2025 2,ODFL,LANCASTER,GRANTSVILLE,3,2,3,100
2025 2,ODFL,REDLANDS,FRENCH CAMP,4,1,3,100
2025 2,ODFL,PHARR,FRESNO,3,1,4,100
2025 2,ODFL,REDLANDS,LOGAN TOWNSHIP,1,5,6,100
2025 2,FXFC,MILTON,NORTH BAY,1,1,4,100
2025 2,ODFL,ELWOOD,GROVE CITY,6,1,4,100
2025 2,ODFL,RICHMOND,POTTSVILLE,8,1,3,100
2025 2,ODFL,ELWOOD,SUN PRAIRIE,3,1,3,100
2025 2,ODFL,PHARR,GULF SHORES,2,3,5,100
2025 2,ODFL,ELWOOD,FRIDLEY,54,1,1,100
